processes,size,time
16,10,0.852402
16,10,0.526104
16,20,0.546931
16,20,0.572879
16,20,0.446044
16,20,0.56236
16,20,0.826858
16,20,0.755362
16,20,0.447532
16,20,0.591546
16,20,0.514463
16,20,0.653717
16,30,0.887348
16,30,1.03029
16,30,0.579282
16,30,0.460231
16,30,0.786786
16,30,0.462448
16,30,0.577396
16,30,0.7883
16,30,0.791933
16,30,0.755935
16,40,0.494837
16,40,0.482814
16,40,0.470572
16,40,0.531611
16,40,0.745351
16,40,1.03086
16,40,0.354192
16,40,1.38522
16,40,1.06719
16,40,0.466961
16,50,1.58283
16,50,0.407812
16,50,1.22123
16,50,1.80759
16,50,1.7586
16,50,0.891406
16,50,1.26324
16,50,1.03841
16,50,0.531678
16,50,1.34
16,60,0.743715
16,60,1.8786
16,60,1.71018
16,60,0.635119
16,60,0.959099
16,60,0.645787
16,60,1.07957
16,60,0.655251
16,60,0.401285
16,60,1.4959
16,70,1.53493
16,70,0.866277
16,70,1.69568
16,70,2.33506
16,70,1.24801
16,70,1.21779
16,70,1.70009
16,70,1.25854
16,70,0.573328
16,70,1.13205
16,80,0.850548
16,80,0.915602
16,80,3.19701
16,80,3.36227
16,80,0.688917
16,80,2.12738
16,80,2.60819
16,80,1.42023
16,80,3.92239
16,80,1.53216
16,90,1.82189
16,90,2.47158
16,90,2.46366
16,90,2.37584
16,90,1.19931
16,90,2.33197
16,90,1.05922
16,90,1.13185
16,90,2.42029
16,90,1.75284
16,100,1.29488
16,100,2.16904
16,100,2.28722
16,100,3.06363
16,100,1.19512
16,100,2.12865
16,100,2.68261
16,100,1.35018
16,100,2.85254
16,100,2.12416
16,200,7.58766
16,200,8.15543
16,200,4.66207
16,200,8.93117
16,200,6.04111
16,200,10.9822
16,200,11.5743
16,200,6.49241
16,200,10.438
16,200,6.71523
16,300,14.8282
16,300,15.1661
16,300,19.3667
16,300,27.1051
16,300,14.6881
16,300,29.2288
16,300,15.6353
16,300,25.3385
16,300,18.725
16,300,21.8118
16,400,16.0192
16,400,34.9615
16,400,3.50088
16,400,43.261
16,400,5.96171
16,400,34.9041
16,400,39.6131
16,400,43.8692
16,400,39.8761
16,400,13.8268
16,500,17.0445
16,500,31.5736
16,500,25.9112
16,500,46.6006
16,500,42.8254
